Frame Rate:,30.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
69,00:00:02.300,6.486903703703703,8.269,5.409666666666666,5.782044444444445
70,00:00:02.333,6.537511111111111,8.172066666666666,5.596933333333333,5.843533333333333
71,00:00:02.367,6.334533333333333,7.965088888888889,5.0975777777777775,5.940933333333334
72,00:00:02.400,5.065422222222222,7.268977777777778,1.3711555555555555,6.556133333333333
73,00:00:02.433,0.23534074074074074,0.16077777777777777,0.08491111111111112,0.4603333333333333
74,00:00:02.467,9.874837037037038,11.5002,8.665933333333333,9.458377777777779
75,00:00:02.500,7.105696296296297,9.502444444444444,5.647488888888889,6.1671555555555555
76,00:00:02.533,7.7484518518518515,10.3076,6.575644444444444,6.362111111111111
77,00:00:02.567,8.141237037037037,9.995022222222222,8.011066666666666,6.417622222222223
78,00:00:02.600,9.283925925925926,11.484511111111111,9.820133333333333,6.547133333333333
79,00:00:02.633,11.024562962962966,12.514444444444445,10.866422222222223,9.692822222222222
80,00:00:02.667,8.198562962962962,8.366622222222222,8.337822222222222,7.891244444444444
81,00:00:02.700,10.062792592592594,10.831177777777778,8.778533333333334,10.578666666666667
82,00:00:02.733,5.050155555555555,6.231244444444444,3.6742666666666666,5.244955555555555
83,00:00:02.767,6.455888888888889,7.942244444444444,4.411555555555555,7.013866666666667
84,00:00:02.800,7.339318518518518,8.849422222222222,4.719244444444445,8.449288888888889
85,00:00:02.833,4.9002888888888885,5.663333333333333,3.633888888888889,5.403644444444445
86,00:00:02.867,6.24737037037037,7.253044444444445,5.344511111111111,6.144555555555556
87,00:00:02.900,6.8013259259259256,7.937088888888889,5.930933333333333,6.535955555555556
88,00:00:02.933,6.856637037037037,8.176422222222222,5.917622222222223,6.475866666666667
89,00:00:02.967,6.5907629629629625,8.073466666666667,5.4908222222222225,6.208
90,00:00:03.000,5.8271037037037035,7.292644444444444,4.4831111111111115,5.705555555555556
91,00:00:03.033,4.502977777777777,5.951977777777778,2.574222222222222,4.982733333333333
92,00:00:03.067,3.462007407407407,4.625644444444444,1.7588666666666666,4.001511111111111
93,00:00:03.100,4.897207407407407,6.270644444444445,3.691911111111111,4.729066666666666
94,00:00:03.133,5.98588888888889,7.697377777777778,4.869288888888889,5.391
95,00:00:03.167,6.322651851851852,7.8844666666666665,5.359444444444445,5.724044444444444
96,00:00:03.200,8.027540740740742,9.888644444444445,5.816511111111111,8.377466666666667
97,00:00:03.233,6.152051851851851,7.0504,5.175688888888889,6.230066666666667
98,00:00:03.267,5.473237037037038,6.6354,4.437733333333333,5.346577777777778
99,00:00:03.300,4.592474074074075,5.847511111111111,3.2176,4.712311111111111
100,00:00:03.333,3.941192592592593,5.216977777777778,2.281888888888889,4.324711111111111
101,00:00:03.367,3.6211333333333333,4.564466666666666,2.144066666666667,4.154866666666667
102,00:00:03.400,4.8597925925925916,6.115488888888889,3.7547555555555556,4.709133333333333
103,00:00:03.433,5.733429629629629,7.0549333333333335,4.818777777777778,5.326577777777778
104,00:00:03.467,6.234274074074075,7.741244444444445,5.322688888888889,5.638888888888889
105,00:00:03.500,6.175014814814815,7.6427555555555555,5.282955555555556,5.599333333333333
106,00:00:03.533,5.876733333333334,7.349666666666667,4.891266666666667,5.389266666666667
107,00:00:03.567,5.201762962962963,6.939377777777778,3.806888888888889,4.859022222222222
108,00:00:03.600,5.910992592592592,7.7486,2.7409333333333334,7.243444444444444
109,00:00:03.633,3.847577777777778,4.949911111111111,1.963,4.629822222222222
110,00:00:03.667,4.890185185185185,6.3720888888888885,3.529288888888889,4.769177777777778
111,00:00:03.700,5.584274074074074,7.215755555555556,4.469555555555556,5.067511111111111
112,00:00:03.733,5.787318518518519,7.114533333333333,4.919577777777778,5.327844444444445
113,00:00:03.767,5.665933333333334,6.9223333333333334,4.8741111111111115,5.201355555555556
114,00:00:03.800,5.576348148148148,6.691511111111111,4.7446,5.292933333333333
115,00:00:03.833,5.233666666666667,6.122177777777778,4.411955555555555,5.1668666666666665
116,00:00:03.867,2.4995629629629628,3.3832,0.7452666666666666,3.370222222222222
117,00:00:03.900,0.2584074074074074,0.4008,0.08453333333333334,0.28988888888888886
118,00:00:03.933,10.802014814814816,11.864555555555556,10.117577777777777,10.423911111111112
119,00:00:03.967,9.062911111111111,10.440955555555556,8.979222222222223,7.768555555555555
120,00:00:04.000,9.401333333333334,10.996777777777778,7.068622222222222,10.1386
121,00:00:04.033,6.233325925925926,7.649666666666667,5.240022222222223,5.810288888888889
122,00:00:04.067,8.083377777777779,10.1446,5.617355555555555,8.488177777777778
123,00:00:04.100,6.100370370370371,8.403177777777778,3.3272444444444442,6.570688888888889
124,00:00:04.133,12.038429629629631,13.116711111111112,9.842066666666666,13.156511111111111
125,00:00:04.167,4.354081481481481,5.718866666666667,2.4104666666666668,4.932911111111111
126,00:00:04.200,7.298111111111111,8.772311111111112,5.393888888888889,7.728133333333333
127,00:00:04.233,13.688955555555557,15.143933333333333,12.86908888888889,13.053844444444444
128,00:00:04.267,4.925888888888888,6.491977777777778,2.799288888888889,5.4864
129,00:00:04.300,3.8437037037037034,5.204688888888889,1.7723333333333333,4.554088888888889
130,00:00:04.333,4.592325925925926,6.258022222222222,2.5216666666666665,4.997288888888889
131,00:00:04.367,5.201933333333334,7.032133333333333,3.147822222222222,5.4258444444444445
132,00:00:04.400,6.936037037037036,8.5856,4.001311111111111,8.2212
133,00:00:04.433,5.662918518518519,7.072088888888889,3.771488888888889,6.145177777777778
134,00:00:04.467,5.477429629629629,6.863488888888889,3.6963777777777778,5.872422222222222
135,00:00:04.500,5.266325925925925,6.688822222222222,3.4781333333333335,5.632022222222222
136,00:00:04.533,4.836888888888889,6.113555555555555,3.119577777777778,5.277533333333333
137,00:00:04.567,4.248451851851852,5.516577777777778,2.5234,4.705377777777778
138,00:00:04.600,3.5282962962962956,4.532711111111111,1.7571777777777777,4.295
139,00:00:04.633,2.8040962962962968,3.4438666666666666,1.1980444444444445,3.7703777777777776
140,00:00:04.667,2.9061703703703703,3.7171777777777777,1.2319555555555555,3.7693777777777777
141,00:00:04.700,3.213985185185185,4.232866666666666,1.4614888888888888,3.9476
142,00:00:04.733,3.5760888888888887,4.568066666666667,1.8282888888888889,4.331911111111111
143,00:00:04.767,3.894985185185186,5.032022222222222,2.0548888888888888,4.598044444444445
144,00:00:04.800,5.878955555555556,7.1925333333333334,2.7133333333333334,7.731
145,00:00:04.833,4.223207407407407,5.013711111111111,2.2842,5.371711111111111
146,00:00:04.867,4.036281481481481,5.036311111111111,2.1246666666666667,4.947866666666667
147,00:00:04.900,3.720925925925926,4.8302,1.8568666666666667,4.475711111111111
148,00:00:04.933,3.017162962962963,3.9160666666666666,1.3389777777777778,3.7964444444444445
149,00:00:04.967,2.3557925925925924,2.9730444444444446,0.8447555555555556,3.2495777777777777
150,00:00:05.000,2.4043185185185183,3.0290222222222223,0.9274888888888889,3.2564444444444445
151,00:00:05.033,3.035696296296296,3.9447555555555556,1.4541333333333333,3.7082
152,00:00:05.067,3.6403111111111106,4.661911111111111,2.0284444444444443,4.2305777777777775
153,00:00:05.100,3.9080814814814815,5.087177777777778,2.253511111111111,4.383555555555556
154,00:00:05.133,3.951029629629629,5.1682,2.2683555555555555,4.416533333333334
155,00:00:05.167,3.958355555555555,5.137311111111111,2.267777777777778,4.469977777777777
156,00:00:05.200,5.825392592592593,7.3328444444444445,2.825311111111111,7.318022222222222
157,00:00:05.233,4.491881481481482,5.722155555555555,2.5946666666666665,5.158822222222223
158,00:00:05.267,4.316711111111111,5.676466666666666,2.701111111111111,4.572555555555556
159,00:00:05.300,4.69025925925926,6.087444444444444,3.0415555555555556,4.941777777777777
